url	download_complete
www.ics.uci.edu/community/events/openhouse/gallery_06.html	incomplete
ngs.ics.uci.edu/research/books	incomplete
www.ics.uci.edu/ugrad/resources/index	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_AdvanceCandidacy.php	incomplete
www.ics.uci.edu/grad/policies/index.php	incomplete
mcs.ics.uci.edu/current-students/resources/grad-student-handbook	complete
www.ics.uci.edu/QA_Graduation.php	incomplete
www.ics.uci.edu/community/news/articles	incomplete
www.ics.uci.edu/community	incomplete
emj.ics.uci.edu/papers/cognition-papers	incomplete
www.ics.uci.edu/community/news/view_news?id=1165	incomplete
www.ics.uci.edu/community/news/student_blogs/index.php	incomplete
hombao.ics.uci.edu?s=people	incomplete
www.ics.uci.edu/community/events/openhouse/dedication.html	complete
futurehealth.ics.uci.edu/news-events/uci-seminars	incomplete
www.ics.uci.edu/~klefstad	incomplete
emj.ics.uci.edu/talks	incomplete
www.ics.uci.edu/computing/account/new	incomplete
ngs.ics.uci.edu/professionalsocial/interviews	incomplete
emj.ics.uci.edu/software/cambium-model-translation-software	incomplete
www.ics.uci.edu/involved/tech_talk.php	incomplete
www.ics.uci.edu/ugrad/sao/Course_updates.php	incomplete
radicle.ics.uci.edu	incomplete
www.ics.uci.edu/community/news/view_news?id=1229	incomplete
www.ics.uci.edu/grad/admissions	incomplete
www.ics.uci.edu/community/news/view_news?id=1179	incomplete
www.ics.uci.edu/community/news/view_news?id=1228	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1249	incomplete
honors.ics.uci.edu/program-overview/step-4-start-your-research	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1247	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1246	incomplete
www.ics.uci.edu/community/news/view_news?id=1171	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1244	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1243	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1242	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1241	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1240	incomplete
www.ics.uci.edu/community/news/view_news?id=1274	incomplete
www.ics.uci.edu/community/news/view_news?id=1275	incomplete
www.ics.uci.edu/community/news/view_news?id=1276	incomplete
www.ics.uci.edu/community/news/view_news?id=1277	incomplete
www.ics.uci.edu/community/news/view_news?id=1270	incomplete
www.ics.uci.edu/about	incomplete
www.ics.uci.edu/community/news/view_news?id=1272	incomplete
www.ics.uci.edu/community/news/view_news?id=1273	incomplete
www.ics.uci.edu/community/news/view_news?id=1278	incomplete
www.ics.uci.edu/community/news/view_news?id=1279	incomplete
www.ics.uci.edu/%7esysarch	incomplete
www.ics.uci.edu/sao/Course_updates.php	incomplete
www.ics.uci.edu/ugrad/resources	incomplete
futurehealth.ics.uci.edu/news	incomplete
www.ics.uci.edu/community/news/view_news?id=1221	incomplete
www.ics.uci.edu/~emj/index_2012.html	incomplete
www.ics.uci.edu/MJCarey_Contact.html	incomplete
www.ics.uci.edu/grad/courses	incomplete
transformativeplay.ics.uci.edu/magia-transformo	incomplete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption.php	complete
www.ics.uci.edu/ugrad/QA_Graduation	incomplete
www.ics.uci.edu/community/news/view_news?id=1308	incomplete
www.ics.uci.edu/community/news/view_news?id=1309	incomplete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	incomplete
www.ics.uci.edu/community/news/view_news?id=1300	incomplete
www.ics.uci.edu/community/news/view_news?id=1301	incomplete
www.ics.uci.edu/community/news/view_news?id=1302	incomplete
mcs.ics.uci.edu/career/interviewing	incomplete
www.ics.uci.edu/community/news/view_news?id=1304	incomplete
www.ics.uci.edu/community/news/view_news?id=1305	incomplete
www.ics.uci.edu/community/news/view_news?id=1306	incomplete
www.ics.uci.edu/community/news/view_news?id=1307	incomplete
www.ics.uci.edu/about/equity	complete
www.ics.uci.edu/involved/information_session.php	complete
www.ics.uci.edu/../../computing/account/new.php	complete
honors.ics.uci.edu/program-overview/step-3-finding-a-faculty-advisor-and-taking-cs-h198	incomplete
www.ics.uci.edu/about/brenhall/index.php	complete
emj.ics.uci.edu/grand-questions	incomplete
www.ics.uci.edu/involved	incomplete
www.ics.uci.edu/ugrad/degrees/Minors.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1178	incomplete
www.ics.uci.edu/statistics/grad/index.php	complete
www.ics.uci.edu/research/web.html	incomplete
www.ics.uci.edu/about/about_mission.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1248	incomplete
www.ics.uci.edu/~majumder	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_03.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1173	incomplete
www.ics.uci.edu/community/news/view_news?id=1259	incomplete
www.ics.uci.edu/community/news/view_news?id=1172	incomplete
www.ics.uci.edu/ugrad/sao/Appts_Walk-Ins.php	incomplete
www.ics.uci.edu/ugrad/sao/Course_updates	incomplete
www.ics.uci.edu/community/news/view_news?id=1170	incomplete
www.ics.uci.edu/community/news/view_news?id=1177	incomplete
ngs.ics.uci.edu/personal/favorite-quotes	incomplete
emj.ics.uci.edu/projects	incomplete
emj.ics.uci.edu/papers/machine-learning-papers	incomplete
computableplant.ics.uci.edu/papers/2005/CVPR-2005-Abstract.html	incomplete
www.ics.uci.edu/about/annualreport/index.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1175	incomplete
www.ics.uci.edu/about/bren/bren_press.php	incomplete
www.ics.uci.edu/%7Emlevorat	incomplete
hombao.ics.uci.edu?s=education	incomplete
www.ics.uci.edu/ugrad/degrees/index.php	incomplete
futurehealth.ics.uci.edu/people	incomplete
www.ics.uci.edu/about/about_meet_the_dean.php	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_14.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1271	complete
www.ics.uci.edu/community/news/view_news?id=1219	incomplete
www.ics.uci.edu/admissions/Prospective_ApplicationProcess.php	incomplete
ngs.ics.uci.edu/personal/education	incomplete
www.ics.uci.edu/community/events/openhouse/index.html	incomplete
emj.ics.uci.edu/phd-theses	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_07.html	incomplete
futurehealth.ics.uci.edu/news-events/conferences	incomplete
www.ics.uci.edu/~eppstein	incomplete
www.ics.uci.edu/grad/funding/index	incomplete
www.ics.uci.edu/research2.html	incomplete
ngs.ics.uci.edu/research/research-papers/computer-vision	incomplete
www.ics.uci.edu/ugrad/QA_Petitions.php	incomplete
mcs.ics.uci.edu/about/mcs-vs-mscs	incomplete
www.ics.uci.edu/community/news/view_news?id=1295	incomplete
ngs.ics.uci.edu/personal/past-affiliations	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_16.html	incomplete
ngs.ics.uci.edu/partners/past-students	incomplete
www.ics.uci.edu/community/news/view_news?id=1291	incomplete
emj.ics.uci.edu/cv	incomplete
www.ics.uci.edu/community/news/view_news?id=1182	incomplete
www.ics.uci.edu/community/news/view_news?id=1183	incomplete
www.ics.uci.edu/community/news/view_news?id=1180	incomplete
www.ics.uci.edu/community/news/view_news?id=1181	incomplete
www.ics.uci.edu/community/news/view_news?id=1186	incomplete
www.ics.uci.edu/community/news/view_news?id=1187	incomplete
www.ics.uci.edu/ugrad/policies/Readmission_DQ.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1185	incomplete
www.ics.uci.edu/community/news/view_news?id=1223	incomplete
www.ics.uci.edu/community/news/view_news?id=1222	incomplete
ngs.ics.uci.edu/about-ramesh/events	complete
www.ics.uci.edu/community/news/view_news?id=1220	incomplete
www.ics.uci.edu/community/news/view_news?id=1227	incomplete
www.ics.uci.edu/community/news/view_news?id=1226	incomplete
www.ics.uci.edu/community/news/view_news?id=1225	incomplete
www.ics.uci.edu/community/news/view_news?id=1224	incomplete
www.ics.uci.edu/research/net%20neutrality.html	incomplete
www.ics.uci.edu/involved/leadership_council.php	complete
www.ics.uci.edu/research/resalloc.html	incomplete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_15.html	incomplete
www.ics.uci.edu/research/applicants.html	incomplete
www.ics.uci.edu/faculty/centers	incomplete
www.ics.uci.edu/ugrad/sao	incomplete
www.ics.uci.edu/MJCarey_PhD_Students_Supervised.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1208	incomplete
ngs.ics.uci.edu/research/research-papers/experiential-computing	complete
www.ics.uci.edu/grad/policies/GradPolicies_TransferCredit.php	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	incomplete
www.ics.uci.edu/community/news/press	incomplete
emj.ics.uci.edu/papers/optimization-papers	incomplete
www.ics.uci.edu/community/news/view_news?id=1297	incomplete
www.ics.uci.edu/community/news/view_news?id=1294	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_02.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1292	incomplete
www.ics.uci.edu/community/news/view_news?id=1293	incomplete
www.ics.uci.edu/community/news/view_news?id=1290	incomplete
www.ics.uci.edu/involved/internship.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1298	incomplete
www.ics.uci.edu/community/news/view_news?id=1299	incomplete
www.ics.uci.edu/grad/courses/index	incomplete
www.ics.uci.edu/community/news/view_news?id=1212	incomplete
emj.ics.uci.edu/papers/modeling-frameworks-papers	incomplete
emj.ics.uci.edu/2012/12	incomplete
mcs.ics.uci.edu/current-students/housing	incomplete
www.ics.uci.edu/cv.html	incomplete
www.ics.uci.edu/community/events/competition	incomplete
mcs.ics.uci.edu/career/finding-a-job-internship	incomplete
emj.ics.uci.edu/papers/computational-field-geology	incomplete
www.ics.uci.edu/forms/index.php	incomplete
www.ics.uci.edu/~hombao/hernando.html	incomplete
hombao.ics.uci.edu?s=publications	incomplete
www.ics.uci.edu/community/alumni	incomplete
www.ics.uci.edu/admissions/index.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1296	incomplete
mcs.ics.uci.edu/current-students/once-admitted/vv	incomplete
www.ics.uci.edu/%7edgillen	incomplete
honors.ics.uci.edu/program-overview/step-5-completing-the-program	incomplete
www.ics.uci.edu/~franklin	incomplete
www.ics.uci.edu/faculty	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CPT_OPT.php	incomplete
www.ics.uci.edu/about/search/index.php	incomplete
emj.ics.uci.edu/software/software-computational-biology	incomplete
ngs.ics.uci.edu/personal/favorite-books	incomplete
www.ics.uci.edu/prospective	incomplete
www.ics.uci.edu/~dutt	incomplete
www.ics.uci.edu/ugrad/index	incomplete
ngs.ics.uci.edu/teaching/past-courses	incomplete
www.ics.uci.edu/research/dca.html	incomplete
www.ics.uci.edu/~wmt	incomplete
mcs.ics.uci.edu/career/international-students	incomplete
honors.ics.uci.edu/forms	incomplete
www.ics.uci.edu/~mlevorat	incomplete
www.ics.uci.edu/ugrad/policies/Computer_Ethics.php	incomplete
www.ics.uci.edu/ugrad/degrees/Second_BA.php	incomplete
www.ics.uci.edu/~jabbarvr	incomplete
wics.ics.uci.edu	incomplete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI	incomplete
ngs.ics.uci.edu/teaching	incomplete
www.ics.uci.edu/~chenli	incomplete
futurehealth.ics.uci.edu/resources/videos	incomplete
mcs.ics.uci.edu/faq	complete
www.ics.uci.edu/ugrad/QA_Petitions	incomplete
www.ics.uci.edu/community/news/articles/view_article?id=76	complete
ngs.ics.uci.edu/blog	incomplete
www.ics.uci.edu/community/scholarships/index	incomplete
intranet.ics.uci.edu	incomplete
www.ics.uci.edu/about/brenhall	incomplete
www.ics.uci.edu/about/about_deanmsg.php	incomplete
www.ics.uci.edu/community/events/openhouse/video_dedication.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1303	incomplete
emj.ics.uci.edu/papers	incomplete
www.ics.uci.edu/involved/project_class	incomplete
www.ics.uci.edu/~amirr1	incomplete
www.ics.uci.edu/computing/account/new.php	incomplete
www.ics.uci.edu/resources.php	incomplete
www.ics.uci.edu/faculty/index.php?letter=R	incomplete
www.ics.uci.edu/about/about_factsfigures.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1272	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1270	incomplete
www.ics.uci.edu/courses/cs132/index.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1267	complete
www.ics.uci.edu/community/news/view_news?id=1266	complete
www.ics.uci.edu/community/news/view_news?id=1265	complete
www.ics.uci.edu/community/news/view_news?id=1264	complete
www.ics.uci.edu/community/news/view_news?id=1263	complete
www.ics.uci.edu/community/news/view_news?id=1262	complete
www.ics.uci.edu/community/news/view_news?id=1261	complete
www.ics.uci.edu/community/news/view_news?id=1260	complete
www.ics.uci.edu/community/events/openhouse/video_wow.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1269	complete
www.ics.uci.edu/community/news/view_news?id=1268	complete
mhcid.ics.uci.edu	incomplete
ngs.ics.uci.edu/research/projects	incomplete
www.ics.uci.edu/community/news/view_news?id=1319	incomplete
www.ics.uci.edu/community/news/view_news?id=1318	incomplete
www.ics.uci.edu/community/news/press/view_press?id=122	incomplete
www.ics.uci.edu/community/news/view_news?id=1313	incomplete
www.ics.uci.edu/community/news/view_news?id=1312	incomplete
www.ics.uci.edu/community/news/view_news?id=1311	incomplete
www.ics.uci.edu/community/news/view_news?id=1310	incomplete
www.ics.uci.edu/community/news/view_news?id=1317	incomplete
www.ics.uci.edu/community/news/view_news?id=1316	incomplete
www.ics.uci.edu/community/news/view_news?id=1315	incomplete
www.ics.uci.edu/community/news/view_news?id=1314	incomplete
ngs.ics.uci.edu/personal	incomplete
www.ics.uci.edu/MJCarey_Honors.html	incomplete
hombao.ics.uci.edu?s=opportunities	incomplete
www.ics.uci.edu/grad/admissions/Prospective_ApplicationProcess.php	incomplete
www.ics.uci.edu/research/qos.html	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_GradStudentReview.php	complete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse	incomplete
www.ics.uci.edu/community/news/view_news?id=1231	complete
www.ics.uci.edu/resources/index.php	incomplete
www.ics.uci.edu/grad/degrees/index	incomplete
emj.ics.uci.edu/wp-login.php	incomplete
www.ics.uci.edu/~rickl	incomplete
emj.ics.uci.edu/category/uncategorized	incomplete
emj.ics.uci.edu/projects/computational-biology-projects	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1320	complete
www.ics.uci.edu/~marios	incomplete
ugradforms.ics.uci.edu/index.php?login=1	complete
www.ics.uci.edu/community/news/view_news.php?id=1322	complete
mcs.ics.uci.edu/alexv@ics.uci.edu	incomplete
www.ics.uci.edu/community/news/view_news?id=1237	complete
www.ics.uci.edu/community/events/openhouse/gallery_04.html	complete
www.ics.uci.edu/faculty/area	incomplete
mcs.ics.uci.edu/prospective-students/cost-and-financial-aid	incomplete
www.ics.uci.edu/sao/index.php	incomplete
www.ics.uci.edu/community/events/openhouse/building.html	incomplete
www.ics.uci.edu/ugrad/resources/Campus_Resources.php	incomplete
student-council.ics.uci.edu	incomplete
www.ics.uci.edu/research/wireless.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1160	incomplete
www.ics.uci.edu/about/visit/index.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1161	incomplete
honors.ics.uci.edu/contact-us	complete
www.ics.uci.edu/community/news/student_blogs	incomplete
www.ics.uci.edu/ugrad/policies/Grade_Options.php	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_12.html	incomplete
www.ics.uci.edu/research/pricing.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1166	incomplete
ngs.ics.uci.edu/partners/current-students	incomplete
www.ics.uci.edu/grad/funding/index.php	incomplete
honors.ics.uci.edu/program-overview	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1238	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1239	incomplete
www.ics.uci.edu/about/bren/index.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1237	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1234	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1235	complete
www.ics.uci.edu/community/news/view_news.php?id=1232	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1233	incomplete
www.ics.uci.edu/ugrad/policies/Withdrawal_Readmission	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1231	incomplete
www.ics.uci.edu/grad/forms/index	incomplete
www.ics.uci.edu/~wayne	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Standing.php	incomplete
www.ics.uci.edu/grad/policies	incomplete
evoke.ics.uci.edu/newsite?page_id=219	incomplete
www.ics.uci.edu/~sjordan	complete
www.ics.uci.edu/MJCarey_Professional_Activities.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1195	incomplete
www.ics.uci.edu/community/news/view_news?id=1194	incomplete
www.ics.uci.edu/community/news/view_news?id=1197	incomplete
www.ics.uci.edu/community/news/view_news?id=1196	incomplete
www.ics.uci.edu/community/news/view_news?id=1191	incomplete
www.ics.uci.edu/community/news/view_news?id=1190	incomplete
www.ics.uci.edu/community/news/view_news?id=1218	incomplete
www.ics.uci.edu/community/news/view_news?id=1192	incomplete
www.ics.uci.edu/community/news/view_news?id=1216	incomplete
www.ics.uci.edu/community/news/view_news?id=1217	incomplete
www.ics.uci.edu/community/news/view_news?id=1215	incomplete
www.ics.uci.edu/community/news/view_news?id=1199	incomplete
www.ics.uci.edu/community/news/view_news?id=1213	incomplete
www.ics.uci.edu/community/news/view_news?id=1210	incomplete
www.ics.uci.edu/community/news/view_news?id=1211	incomplete
futurehealth.ics.uci.edu/news-events/uci-events	incomplete
honors.ics.uci.edu/apply	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1319	incomplete
www.ics.uci.edu/grad/index.php	incomplete
mcs.ics.uci.edu/career/additional-skills-resources	incomplete
emj.ics.uci.edu/comments/feed	incomplete
www.ics.uci.edu/~gts	incomplete
www.ics.uci.edu/~develop/Lectures/GradPanel11Exports	complete
www.ics.uci.edu/community/news/view_news?id=1289	incomplete
www.ics.uci.edu/community/events/openhouse/rfid.php	complete
www.ics.uci.edu/community/news/view_news?id=1281	incomplete
www.ics.uci.edu/community/news/view_news?id=1280	incomplete
www.ics.uci.edu/~emj	complete
www.ics.uci.edu/community/news/view_news?id=1282	incomplete
www.ics.uci.edu/community/news/view_news?id=1285	incomplete
www.ics.uci.edu/community/news/view_news?id=1284	incomplete
www.ics.uci.edu/community/news/view_news?id=1287	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_PreviousMSdegree.php	complete
www.ics.uci.edu/community/news/view_news?id=1184	incomplete
www.ics.uci.edu/funding/index.php	complete
futurehealth.ics.uci.edu/health	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1265	incomplete
www.ics.uci.edu/~mlevorat/index.html	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Lower-Division&department=STATS&program=ALL	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1264	incomplete
www.ics.uci.edu/policies/Grade_Options.php	incomplete
ngs.ics.uci.edu/digital-india-a-potentially-transformative-opportunity	incomplete
www.ics.uci.edu/community/news/view_news?id=1258	incomplete
emj.ics.uci.edu	incomplete
emj.ics.uci.edu/projects/computational-biology-projects/computable-plant-project	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1266	incomplete
emj.ics.uci.edu/papers/computational-biology-papers	incomplete
www.ics.uci.edu/about/annualreport	incomplete
futurehealth.ics.uci.edu/about	incomplete
evoke.ics.uci.edu	incomplete
www.ics.uci.edu/grad/degrees/degree_cs.php	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Integrity	incomplete
www.ics.uci.edu/community/news/view_news?id=1157	incomplete
honors.ics.uci.edu	complete
www.ics.uci.edu/ugrad/policies/Computer_Acct_Backup.php	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_13.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1159	incomplete
www.ics.uci.edu/community/news/view_news?id=1253	incomplete
www.ics.uci.edu/ugrad/courses	incomplete
www.ics.uci.edu/degrees/index.php	incomplete
ngs.ics.uci.edu/entrepreneur	incomplete
www.ics.uci.edu/community/news/view_news?id=1256	incomplete
www.ics.uci.edu/ugrad/courses/index.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1257	incomplete
ngs.ics.uci.edu/partners	incomplete
www.ics.uci.edu/../about/visit/index.php	incomplete
ngs.ics.uci.edu/research/research-papers	incomplete
hombao.ics.uci.edu?s=journal	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_EnrollmentStatus.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1188	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Honesty.php	incomplete
futurehealth.ics.uci.edu/resources/blog	incomplete
www.ics.uci.edu/about/visit/index	incomplete
honors.ics.uci.edu/program-overview/step-2-honors-seminar-ics-h197	incomplete
ngs.ics.uci.edu/research/patents	incomplete
www.ics.uci.edu/community/news	incomplete
www.ics.uci.edu/involved/corporate_partner.php	incomplete
www.ics.uci.edu/ugrad/degrees	incomplete
www.ics.uci.edu/ugrad/policies/Computer_RemoteAccess.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1189	incomplete
www.ics.uci.edu/grad/courses/index.php	complete
ngs.ics.uci.edu/research	complete
www.ics.uci.edu/grad/index	complete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI.php	complete
www.ics.uci.edu/community/news/index.php	complete
transformativeplay.ics.uci.edu	incomplete
ngs.ics.uci.edu/researcher	incomplete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199.php	incomplete
www.ics.uci.edu/grad/admissions/index.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1236	incomplete
www.ics.uci.edu/%7eprojects/satware	incomplete
mcs.ics.uci.edu/career/personal-branding-marketing	incomplete
www.ics.uci.edu/computing/policy/index.php	incomplete
honors.ics.uci.edu/other-research-and-honors-opportunities	incomplete
www.ics.uci.edu	complete
mcs.ics.uci.edu/current-students/course-outline	incomplete
hombao.ics.uci.edu?s=courses	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1267	incomplete
www.ics.uci.edu/community/events/openhouse/demos.html	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1261	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1260	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1263	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1262	incomplete
mcs.ics.uci.edu/current-students/mcs-grade-policy	incomplete
www.ics.uci.edu/community/news/view_news?id=1158	incomplete
www.ics.uci.edu/community/news/view_news?id=1250	incomplete
www.ics.uci.edu/community/news/view_news?id=1251	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1269	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1268	incomplete
www.ics.uci.edu/community/news/view_news?id=1254	incomplete
www.ics.uci.edu/community/news/view_news?id=1255	incomplete
hombao.ics.uci.edu?s=overview	incomplete
